,id,judul,abstrak,kbk
10,13,penerapan modul pembelajaran teknik kerja bengkel untuk meningkatkan efektivitas dan hasil belajar program keahlian teknik elektronika industri pada siswa kelas x smkn 1 beji kabupaten pasuruan,kurikulum 2013 yang menuntut siswa berperan aktif dalam proses pembelajaran sebagai upaya meningkatkan kemampuan lulusan smk yang dapat bersaing di dunia kerja dibutuhkan pembelajaran yang baik salah satunya dengan adanya referensi atau informasi pembelajaran berupa bahan ajar modul yang efektif dan mampu meningkatkan hasil belajar siswa tujuan dari penelitian ini adalah 1 mendeskripsikan efektivitas pembelajaran dan hasil belajar dengan modul teknik kerja bengkel pada program keahlian teknik elektronika industri pada siswa kelas x smkn 1 beji kabupaten pasuruan 2 mendeskripsikan efektivitas pembelajaran dan hasil belajar tanpa modul konvensional teknik kerja bengkel pada program keahlian teknik elektronika industri pada siswa kelas x smkn 1 beji kabupaten pasuruan 3 bagaimana signifikasi hubungan antara efektivitas pembelajaran dan hasil mengungkap signifikasi hubungan antara efektivitas pembelajaran dan hasil belajar menggunakan modul dan tanpa modul konvensional teknik kerja bengkel pada program keahlian teknik elektronika industri pada siswa kelas x smkn 1 beji kabupaten pasuruan salah satu strategi belajar mengajar efektif dan efisien adalah melibatkan siswa secara aktif dan kreatif dalam proses pembelajaran proses belajar mengajar efektif dan efisien dengan melibatkan langsung siswa dapat memotivasi siswa untuk belajar aktif dan kreatif yaitu dengan menggunakan pembelajaran berbasis modul dalam setiap pelajaran berlangsung dengan demikian siswa akan menemukan konsep yang dipelajari untuk melatih siswa belajar secara mandiri metode penelitian yang digunakan adalah quasi eksperimen dengan melakukan pre test untuk mengetahui kemampuan awal dari siswa tersebut kemudian kedua kelas sampel diberi perlakuan berbeda untuk kelas eksperimen diberikan perlakuan pembelajaran dengan menggunakan modul sedangkan kelas kontrol pembelajaran secara konvensional atau tanpa menggunakan modul dilanjutkan dengan pemberian post test untuk mengambil dan membandingkan hasil belajar pemahaman konsep siswa hasil post test diuji menggunakan independent sample t test dan n gain ternormalisasi,Strategi Pembelajaran Teknologi dan Kejuruan
11,14,perbandingan penerapan model pembelajaran auditory intellectual repetition air dan team assisted individualization tai dipadu dengan strategi konflik kognitif terhadap keaktifan dan pemahaman konsep mata pelajaran dasar listrik dan elektronika siswa kelas x mekatronika smk negeri 8 malang,berdasarkan observasi yang dilakukan peneliti di smk negeri 8 malang guru mata pelajaran dasar listrik dan elektronika yang sudah menerapkan model pembelajaran discovery learning dalam proses pembelajaran di kelas masih terdapat beberapa permasalahan yang terjadi dalam pembelajaran diantaranya adalah 1 penerapan model pembelajaran yang digunakan adalah discovery learning belum terlaksana dengan sebagaimana mestinya sehingga kegiatan pembelajaran menjadi kurang menarik dan mengakibatkan siswa menjadi bosan 2 ketika pembelajaran berlangsung siswa kurang memperhatikan dan mendengarkan guru ketika menyampaikan materi 3 guru tidak menitikberatkan kegiatan pembelajaran kepada siswa sehingga hanya guru yang menjadi pusat pembelajaran 4 siswa kurang aktif dalam bertanya dan menyampaikan pendapatnya mengenai materi yang telah diajarkan penelitian ini bertujuan untuk meningkatkan keaktifan belajar serta pemahaman konsep siswa dengan membandingkan dua model pembelajaran yang masing masing dipadu dengan satu metode pembelajaran yaitu model pembelajaran auditory intelectually repetition air dipadu strategi konflik kognitif dan model pembelajaran team assisted individualization tai dipadu strategi konflik kognitif penelitian ini menggunakan rancangan penelitian eksperimen quasi experimental design dan menggunakan tipe pretest posttest non equivalent control group design sampel pada penelitian ini menggunakan dua kelompok kelas eksperimen yang terdiri dari kelas eksperimen a yang menggunakan model pembelajaran air dan kelas eksperimen b yang menggunakan model pembelajaran tai teknik analisis data menggunakan analisis statistik kuantitatif untuk menganalisis data kemampuan awal siswa dan hasil belajar siswa khususnya pada kemampuan pemahaman konsep pada ranah kognitif dan keaktifan belajar pada ranah afektif yang terdiri dari uji normalitas uji homogenitas uji kesamaan dua rata rata dan uji hipotesis kesimpulan dari penelitian ini adalah pembelajaran yang menggunakan model auditory intelectually repetition air dipadu dengan strategi konflik kognitif memiliki taraf 4 lebih tinggi terhadap keaktifan belajar siswa dan memiliki taraf 6 lebih tinggi terhadap pemahaman konsep siswa dibandingkan pembelajaran menggunakan model team assisted individualization tai dipadu dengan strategi konflik kognitif,Strategi Pembelajaran Teknologi dan Kejuruan
12,15,perbedaan penerapan model pembelajaran challenge based learning cbl dipadu metode individual terbimbing dan challenge based learning cbl dipadu metode tutorial terhadap keaktifan dan kemampuan berpikir kritis mata pelajaran kerja bengkel dan gambar teknik siswa kelas x mekatronika smk negeri 8 malang,berdasarkan hasil observasi yang telah dilakukan oleh peneitidi smk negeri 8 malang guru pada mata pelajaran teknik kerja bengkel dan gambar teknik telah berusaha menerapkan pembelajaran menggunakan model dan strategi yang sesuai dengan kondisi siswa namun siswa belum dapat memaksimalkan hasil belajar khususnya pada kemampuan berfikir kritis pada ranah kognitif serta keaktifan belajar pada ranah afektif pada saat proses pembelajaran berlangsung hal ini dikarenakan siswa hanya mendengarkan dan cenderung kurang fokus pada saat kegiatan pembelajaran berlangsung sedangkan guru telah beberapa kali memberi kesempatan kepada siswa untuk mengajukan pertanyaan atau menyampaikan pendapat terkait materi yang diajarkan jika hal ini dibiarkan maka dapat mengganggu hasil belajar siswa tersebut khususnya dalam kemampuan berfikir kritis pada ranah kognitif serta keaktifan belajar pada ranah afektif penelitian ini bertujuan untuk meningkatkan kemampuan berfikir kritis siswa dan keaktifan belajar siswa dengan membandingkan satu model pembelajaran yang dipadu dengan dua metode pembelajaran yaitu model challenge based learning dipadu dengan metode individual terbimbing dan model challenge based learning dipadu dengan metode tutorial sehingga siswa dapat mengikuti kegiatan pembelajaran dengan baik dan mampu menganalisis masalah memecahkan masalah dan menyimpulkan hasil dari permasalahan penelitian ini menggunakan rancangan penelitian eksperimen quasi experimental design dan menggunakan tipe pretest posttest non equivalent control group design sampel pada penelitian ini menggunakan dua kelompok kelas eksperimen yang masing masing menggunakan model challenge based learning dipadu dengan metode individual terbimbing dan model challenge based learning dipadu dengan metode tutorial teknik analisis data menggunakan analisis statistik kuantitatif untuk menganalisis data kemampuan awal siswa dan hasil belajar siswa khususnya pada kemampuan berfikir kritis siswa pada ranah kognitif dan keaktifan siswa pada ranah afektif yang terdiri dari uji normalitas uji homogenitas uji kesamaan dua rata rata dan uji hipotesis,Strategi Pembelajaran Teknologi dan Kejuruan
13,16,kendali fuzzy pid untuk penstabil tegangan outputbuck converter,sistem kendali merupakan bagian penting pada sebuah mesin otomatis agar dapat bekerja secara baik dan meminimalisir terjadinya kesalahan sistem kendali yang umum digunakan adalah kendali pid proportional integral derivative yang mana kendali ini akan memberikan penguatan penguatan untuk memperbaiki kesalahan sistem dan memperbaiki respon sistem untuk menentukuan nilai penguatan yang cocok dengan sistem diperlukan model dari plant pada sistem tersebut pemberian nilai kp ki dan kd pada kendali pid sangatlah penting karena akan menentukan respon sistem terhadap masukan yang diberikan pada umumnya pemberian nilai kp ki dan kd adalah tetap sehingga dihasilkan kendali dari sistem untuk mencapai setpoint memerlukan waktu yang cukup lama penerapan metode fuzzy pada kendali pid diharapkan dapat mengatasi permasalahan tersebut nilai error pada sistem digunakan sebagai batasan dari rule yang akan dibuat untuk pemberian nilai kp ki dan kd pemberian nilai kp ki dan kd disesuaikan dengan setpoint yang diinginkan penerapan kendali fuzzy pid ini akan diterapkan pada rangkaian buck converter kendali ini akan mengatur nilai pwm untuk sinyal pembangkit dari buck converter yang dibangkitkan dengan mikrokontroler arduino pada penelitian ini rangkaian buck converter dirancang untuk menurunkan tegangan hingga dihasilkan tegangan keluaran sebesar 5 volt besar tegangan yang masuk ke rangkaian buck converter yang tidak selalu tetap sehingga diperlukan pengkondisian nilai pwm yang dapat berubah secara otomatis agar didapatkan hasil keluaran dari rangkaian,"Sistem Dinamis, Kendali, dan Robotika (Dynamic Systems, Control and Robotics)"
14,17,hubungan tingkat pemanfaatan internet sebagai sumber belajar berbasis teknologi informasi dan komunikasiterhadap hasil belajar dasar desain grafis pada siswa kelas x jurusan multimedia smk pgri 3 malang,abstrakkehadiran internet telah mengubah sebagian besar gaya hidup dan aktivitas manusia sehari hari para pelajar dan mahasiswa dapat menggunakan internet sebagai sumber belajar alternatif selain buku untuk mendapatkan informasi dengan lebih mudah seiring dengan perubahan paradigma pembelajaran maka keberhasilan kegiatan belajar mengajar tidak hanya ditentukan oleh faktor pengajar guru tetapi juga sangat dipengaruhi oleh keaktifan siswa itu sendiri melalui internet siswa dapat mengakses berbagai literatur dan referensi ilmu pengetahuan yang dibutuhkan dengan cepat sehingga dapat mempermudah proses studinya penelitian ini bertujuan untuk memperoleh informasi objektif mengenai ada tidaknya keterkaitan pemanfaatan internet sebagai sumber belajar terhadap hasil belajar siswa dalam membuat desain grafis sederhana khususnya dibidang percetakan dan untuk mengetahui hambatan yang dihadapi siswa dan guru dalam memanfaatkan internet pada smk pgri 3 malang di jurusan multimedia sarana dan prasarana merupakan salah satu pendukung suatu proses belajar mengajar seorang siswa dan guru dalam melakukan aktivitas belajar mengajar memerlukan adanya dorongan berupa motivasi agar kegiatan belajar dapat menghasilkan hasil belajar yang optimal dalam penelitian ini terdapat 2 variabel yang akan diteliti yaitu pertama pemanfaatan internet variable kedua adalah hasil belajar yang dicapai oleh siswa dalam mata pelajaran dasar desain grafis subjek penelitian adalah siswa siswa dan guru jurusan multimedia smk pgri 3 malang pengumpulan data dalam penelitian ini dilakukan dengan 2 cara yaitu dengan menggunakan angket atau kuisioner dan melakukan kegiatan observasi data hasil penelitian yang didapat akan dianalisis secara deskriptif dan untuk mengetahui keterkaitan pemanfaatan internet sebagai sumber belajar terhadap hasil belajar,Strategi Pembelajaran Teknologi dan Kejuruan
15,18,deteksi situs phishing menggunakan metode random forest,penggunaan internet di indonesia dari tahun ke tahun selalu mengalami peningkatan sayangnya meningkatnya pengguna internet ini juga diikuti dengan meningkatnya jumlah kejahatan dunia maya phishing adalah salah satu kejahatan dunia maya yang mengancam pengguna dunia maya terutama pengguna dunia maya yang masih cukup awam kerugian yang diakibatkan oleh kejahatan phishing ada beragam mulai dari bocornya informasi pribadi hingga kerugian fisial terdapat beberapa metode yang dapat digunakan untuk mengenali sebuah situs phishing salah satunya adalah menggunakan metode machine learning dengan menggunakan metode ini pengguna internet dapat dengan mudah mengklasifikasikan sebuah situs web apakah termasuk situs phishing atau non phishing sehingga pengguna tersebut dapat menghindari untuk mengakses situs yang dicurigai sebuah situs phishing tersebut pada penelitian ini dilakukan eksperimen untuk mendapatkan sebuah model klasifikasi menggunakan algoritme random forest yang memiliki performa terbaik saat melakukan klasifikasi situs phishing model klasifikasi yang dibuat akan menggunakan 11 fitur yang didapatkan dari url hingga konten sebuah situs web setelah model klasifikasi dibuat model tersebut akan diimplementasikan ke dalam sebuah sistem deteksi situs phishing hasilnya model klasifikasi random forest dengan jumlah trees sebanyak 100 buah metode split menggunakan information gain dan jumlah random feature selection 10 buah adalah model dengan performa terbaik yang dipilih dengan performa accuracy 97 5 recall 97 65 precision 97 46 f measure 97 53 out of bag score 97 5 dan training time 0 1937 detik model yang dipilih tersebut kemudian diimplementasikan ke dalam sebuah sistem deteksi situs phishing berbasis aplikasi web,Game Technology and Machine Learning Applications
16,19,pengembangan sistem kuis algoritma pemrograman berbasis webdi jurusan teknik elektro fakultas teknik universitas negeri malang,algoritma pemrograman merupakan langkah langkah yang dibutuhkan komputer untuk menyelesaikan suatu masalah atau mencapai suatu tujuan dalam pemrograman komputer algoritma sangat diperlukan untuk menyelesaikan suatu masalah atau mencapai suatu tujuan tanpa algoritma yang dirancang dengan baik proses pemrograman akan menjadi lambat rusak tidak efisien dan salah berdasarkan hasil pengamatan pada mahasiswa ditemukan fakta yang menunjukkan permasalahan pada pemahaman untuk menyelasaikan permasalahan dalam pemrograman komputer informasi didapatkan dengan menyebarkan kuesioner pada mahasiswa dari informasi tersebut didapatkan data bahwa algoritma merupakan materi pada pemrograman yang paling penting dan dengan mempelajari algoritma menggunakan flowchartdapat memudahkan untuk memahami algoritma tujuan dari penelitian dan pengembangan ini adalah 1 mengembangkan sistem kuis algoritma pemrograman di jurusan teknik elektro fakultas teknik universitas negeri malang 2 mahasiswa lebih tertarik untuk belajar algoritma pemrograman 3 mengkaji keunggulan dan kekurangan dari sistem kuis algoritma di jurusan teknik elektro fakultas teknik universitas negeri malang model penelitian dan pengembangan yang digunakan adalah model penelitian dan pengembangan 4d dengan langkah langkah sebagai berikut 1 define pendefinisian 2 design perancangan 3 develop pengembangan 4 disseminate penyebaran,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
17,21,pengembangan learning style identification system dengan felder silverman learning style model menggunakan algoritma decission tree pada mata pelajaran pbo di smk,proses pembelajaran yang dilaksanakan dengan cara konvensional maupun melalui media elektronik atau e learning selalu menggunakan media pembelajaran sebagai sarana penyampaian informasi dari guru kepada siswa akan tetapi terdapat permasalahan dalam penyampaian materi pembelajaran yaitu cara penyampaian materi dalam satu media pembelajaran cenderung hanya menggunakan satu cara saja sedangkan gaya belajar masing masing siswa berbeda pengetahuan guru terkait gaya belajar dari masing  masing siswa merupakah hal yang cukup penting dimana ketidaksesuaian antara gaya belajar siswa dengan cara penyampaian guru dapat menjadikan siswa kesulitan dalam memahami materi pembelajaran siswa yang memiliki gaya belajar visual akan mengalami kesulitan jika belajar menggunakan media pembelajaran berbasis teks proses belajar yang tidak optimal tersebut tentunya berpengaruh pada hasil belajar yang didapatkan siswa solusi dari permasalahan diatas adalah mengembangkan sistem yang dapat mengidentifikasi gaya belajar siswa berdasarkan perilaku dalam penggunaan media pembelajaran penelitian ini bertujuan untuk mengembangkan learning style identification system dengan felder silverman learning style model menggunakan algoritma decission tree pada mata pelajaran pbo di smk sistem learning style identification ini akan menentukan gaya belajar siswa menggunakan model gaya belajar dari felder silverman proses dalam identifikasi gaya belajar dimulai dari penyimpa log dari perilaku siswa selama menggunakan media pembelajaran kemudian data log yang sudah didapatkan tadi diproses menggunakan algoritma decision tree untuk mengetahui gaya belajar yang dimiliki oleh siswa tersebut penelitian terkait learning style identification telah dibahas pada artikel dengan judul identification of felder silverman learning style with supervised nerual network yang ditulis oleh ramon z cabada dkk dan artikel detection of e learners learning style an automatic approach using decission tree yang ditulis oleh aijaz a kalhoro dkk penelitian menggunakan model pengembangan perangkat lunak waterfall communication planning modeling construction deployment instrumen penelitian berupa kuisioner dengan metode checklist yang mengacu pada fungsionalitas sistem data dikumpulkan dari 1 ahli sistem 1 guru dan 60 siswa perhitungan data kuantitatif dihitung menggunakan proses perhitungan presentasi total skor data hasil penelitian dianalisis menggunakan teknik analisis kuantitatif deskriptif,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
18,22,pengembangan media pembelajaran berbasis android bermuatan problem based learning untuk mengetahui tingkat minat pada mata pelajaran basis data bagi siswa jurusan rekayasa perangkat lunak di smk malang,basis data merupakan salah satu mata pelajaran yang wajib dikuasai oleh siswa kelas xi jurusan rekayasa perangkat lunak di smk dalam mempelajari basis data dibutuhkan kemampuan berpikir tingkat tinggi salah satunya adalah kemampuan pemecahan masalah hasil observasi awal mengungkap bahwa siswa terlihat kurang tertarik dalam pembelajaran basis data terbatasnya penggunaan sumber belajar dan penerapan model pembelajaran menjadi faktor utama yang menyebabkan pembelajaran kurang optimal minat belajar siswa yang rendah dan kurang optimalnya pembelajaran menyebabkan sulitnya melatih kemampuan pemecahan masalah siswa penelitian dan pengembangan ini bertujuan untuk merancang mengembangkan dan menguji kelayakan media pembelajaran berbasis android bermuatan problem based learning untuk mengetahui tingkat minat pada mata pelajaran basis data penelitian dan pengembangan ini menggunakan model pengembangan addie yang mempunyai lima langkah yaitu 1 analyze 2 design 3 develop 4 implement 5 evaluation penelitian ini menggunakan uji kelayakan validasi oleh tim ahli yang terdiri dari dua ahli materi basis data dan satu ahli media uji coba kelompok kecil melibatkan 10 siswa dan kelompok besar melibatkan 30 siswa pengumpulan data dilakukan dengan menggunakan instrumen berupa angket jenis data pada penelitian ini terdiri dari data kuantitatif berupa penilaian dari validator dan data kualitatif berupa kritik dan saran dari validator,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
19,23,analisis gangguan hubung singkat pada jaringan distribusi 20 kv menggunakan teorema thevenin di pt pln persero rayon gondanglegi malang,dalam data pln rayon gondanglegi gangguan sering terjadi akibat banyak pohon yang berada di dekat jaringan listrik kurang adanya perawatan sehingga ranting pohon mengenai jaringan listrik tercatat dalam dokumentasi tersebut penyulang yang ada di gondanglegi pada trafo 1 sudah mengalami gangguan hubung singkat penelitian ini menggunakan metode penelitian studi analisis yang mengamati atau meneliti sebuah kasus arus gangguan yang terjadi pada jaringan distribusi tegangan menengah 20kv dengan penyelesaian menggunakan teorema thevenin dan bantuan software data yang dibutuhkan dalam penelitian ini adalah data pln yang diperoleh dalam bentuk angka yang dapat dihitung dan berupa data historis dimana data akan diolah sesuai dengan teori teori yang mendukung perhitungan gangguan hubung singkat dengan teorema thevenin dan software kata kunci gangguan hubung singkat software thevenin,Intelligent Power and Advanced energy System (IPAES)
20,24,pengembangan modul praktikum struktur data berbasis java s1 teknik informatika universitas negeri malang,struktur data merupakan salah satu mata kuliah dasar yang masuk dalam paket rencana studi semester dua program studi teknik informatika universitas negeri malang di dalam perkuliahan teori struktur data ada beberapa dosen yang menggunakan bahasa pemrograman java ketika mengajar mata kuliah tersebut jika mengacu pada kurikulum teknik informatika tahun 2019 mata kuliah struktur data sebenarnya tidak tercantum secara spesifik menggunakan bahasa pemrograman tertentu karena secara konsep struktur data dapat diterapkan dalam bahasa pemrograman apapun selanjutnya di dalam perkuliahan praktikum struktur data mahasiswa menggunakan modul bahasa pemrograman c c untuk berlatih penguasaan praktik penelitian ini bertujuan untuk merancang dan mengembangkan bahan ajar pendukung yang sesuai dengan pemaparan dosen saat perkuliahan teori guna menunjang mahasiswa menguasai praktik bahan ajar tersebut berupa modul praktikum struktur data berbasis bahasa pemrograman java sedangkan model pengembangan dalam penelitian ini menggunakan model pengembangan four d 4d tahap tahap model tersebut antara lain 1 define 2 design 3 develop dan 4 disseminate berdasarkan tujuan dan batasan dalam penelitian dan pengembangan ini maka pengembangan ini dilakukan hingga tahap d yang ketiga yaitu tahap develop model ini dipilih dengan pertimbangan bahwa tahapannya sederhana tetapi dapat memenuhi tujuan penelitian dan pengembangan ini,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
21,25,pengembangan media pembelajaran game edukasi dengan genre rpg untuk membantu proses pembelajaran peserta didik pada mata pelajaran komputer dan jaringan dasar tkj di smk,media pembelajaran adalah salah satu komponen yang penting dalam suatu kegiatan belajar mengajar media pembelajaran yang digunakan bermacam macam jenisnya mulai dari teks audio dan video tergantung kebutuhan dari pengajar serta siswa namun terkadang siswa mulai jenuh dengan media yang digunakan sehingga membuat siswa tidak tertarik kepada materi dan menjadi kesulitan dalam memahami suatu materi yang disampaikan hal ini membuat pengajar harus membuat media pebelajaran yang menarik perhatian siswa salah satu media menarik yang dapat dibuat adalah dengan membuat game edukasi game edukasi adalah media pembelajaran berbasis game yang berisi unsur unsur pembelajaran di dalamnya dan memiliki banyak kelebihan dibanding media pembelajaran lain namun game edukasi cukup jarang digunakan karena proses pembuatanya yang cukup lama dan cukup sulit berdasarkan hal tersebut penulis ingin mengembangkan seuah game edukasi yang layak digunakan untuk membantu proses belajar mengajar di smk penelitian ini merupakan penelitian dan pengembangan atau research and development rd yang dikembangkan oleh sugiyono serta menggunakan model pengembangan perangkat lunak addie pengembangan game edukasi diharapkan dapat membantu siswa dalam mempelajari materi dan dapat pula menjadi sebuah media pembelajaran alternatif dan interaktif pada mata pelajaran komputer dan jaringan dasar di smk,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
22,26,pengembangan nemu visual programming environment menggunakan gamification untuk meningkatkan motivasi belajar pada mata kuliah algoritma dan pemrograman mahasiswa teknik informatika universitas negeri malang,motivasi belajar merupakan salah satu hal yang dapat mempengaruhi proses pembelajaran pada mata kuliah algoritma dan pemrograman motivasi belajar dapat dipengaruhi dari permasalahan pada studi kasus yang diberikan oleh dosen pengampunya bagaimana cara peserta didik menyelesaikan permasalahan yang diberikan perserta didik akan dihadapkan kepada dua pilihan yaitu akan berhenti dan mencari bantuan untuk menyelesaikan atau akan terus berusaha untuk memecahkan studi kasus yang diberikan salah satu hal yang dapat meningkatkan motivasi belajar adalah dengan menerapkan konsep game dalam proses pembelajaran atau yang disebut dengan gamifikasi gamifikasi merupakan suatu proses yang menggunakan pemikiran dan mekanika permai untuk mengikat user dan menyelesaikan masalah tujuan dari penelitian ini adalah untuk merancang dan membuat media pembelajaran nemu visual programming environment dengan konsep gamification serta menguji kelayakan media pembelajaran dan motivasi belajar peserta didik ketika menggunakan media pembelajaran tersebut target luaran dari penelitian ini adalah media pembelajaran berbasis website media pembelajaran ini memuat materi algoritma dan pemrograman serta tools visual programming environtment untuk membantu peserta didik mengasah kemampuan logika pemrograman khususnya media pembelajaran ini menerapkan konsep gamifikasi yang akan menumbuhkan jiwa kompetitif peserta didik untuk menyelesaikan studi kasus yang diberikan sehingga akan meningkatkan motivasi belajar peserta didik metode yang digunakan pada penelitian ini adalah model pengembangan addie yang terdiri dari lima tahapan yang meliputi analisis analysis desain design pengembangan development implementasi implementation dan evaluasi evaluation validasi kelayakan media pembelajaran dilakukan dengan uji coba perorangan oleh ahli media dan ahli materi setelah dinyatakan valid oleh para ahli maka dilakukan uji coba langsung dengan skala kecil dan skala besar uji coba langsung dilakukan oleh mahasiswa yang mengambil mata kuliah algoritma dan pemrograman pada prodi teknik informatika universitas negeri malang,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
