id,judul,abstrak,kbk
915,<p>Perbedaan Kemandirian Belajar dan Hasil Belajar Desain Grafis Percetakan Karena Pengaruh Model Pembelajaran CBL dan PBL Berbantuan Video Tutorial Pada Siswa Kelas XI Multimedia SMK Negeri 1 Gempol<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
916,Kontribusi Kemandirian Siswa dan Ketersediaan Sarana Prasarana terhadap Hasil Belajar Mata Pelajaran Jaringan Nirkabel pada Siswa Kelas XII TKJ di SMKN 8 Malang<br>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
917,<p>Pengembangan Bahan Ajar Mata Pelajaran Simulasi dan Komunikasi Digital Berbasis Project Based Learning (PjBL) untuk Siswa Kelas X Semester 2 Program Keahlian TEI di SMK Negeri 1 Bandung Tulungagung<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
918,<p>Pengembangan Bahan Ajar Berbasis Mobile Pada Mata Pelajaran Teknologi Jaringan Berbasis Luas Bermuatan Creative Problem Solving Untuk Menumbuhkan Learning Activity Pada Kelas XI TKJ di SMKN 3 Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
919,<p>Hubungan antara interpersonal communication skills dan persepsi terhadap matakuliah keguruan dengan pedagogical capability sebagai bekal menjadi guru pada mahasiswa s1 PTI TE FT UM<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
920,<p>Pengaruh Penerapan Model Pembelajaran Problem Based Learning Berbantuan Varian Media Pembelajaran Berbasis Multimedia Pengaruhnya Terhadap Hasil Belajar Pemrograman Web dengan Memperhatikan Perbedaan Tingkat Minat pada Siswa SMK Kelas X Program Keahlian Multimedia<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
921,<p>Hubungan antara Intrapersonal Intelligence dan Tingkat Kemanfaatan KPL dengan Kesiapan Kompetensi Sosial yang berminat menjadi guru pada mahasiswa Program Studi S1 PTI Universitas Negeri Malang<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
922,"<p class=""MsoHeader"" align=""center"" style=""text-align:center;line-height:150%; tab-stops:36.0pt""><span lang=""EN-US"">PERBANDINGAN PENERAPAN MODEL</span><span lang=""EN-US""> </span>PEMBELAJARAN <span lang=""EN-US"">PBI BERBANTUAN VIDEO TUTORIAL DENGAN MODEL PEMBELAJARAN P</span>j<span lang=""EN-US"">BL BERBANTUAN VIDEO TUTORIAL PENGARUHNYA TERHADAP BERFIKIR LOGIS PEMROGRAMAN DASAR PADA </span>SISWA <span lang=""EN-US"">KELAS X RPL DI SMKN 2 SINGOSARI MALANG<o:p></o:p></span></p>","Model pembelajaran dengan karakteristik yang sesuai dengan ko</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;;mso-ansi-language: EN-US"">m</span><span style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;"">petensi yang akan dicapai yang dapat mempengaruhi kemampuan </span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;;mso-ansi-language: EN-US"">berfikir logis</span><span style=""font-size:10.0pt;mso-bidi-font-family: &quot;Times New Roman&quot;""> siswa diantaranya adalah model</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;;mso-ansi-language: EN-US""> pembelajaran <i>Problem Based Instruction</i></span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family: &quot;Times New Roman&quot;""> </span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family: &quot;Times New Roman&quot;;mso-ansi-language:EN-US"">(PBI) </span><span style=""font-size: 10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;"">dan </span><i><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-ansi-language:EN-US"">Project</span></i><i><span style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;""> Based Learning </span></i><span style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;"">(P</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-ansi-language:EN-US"">j</span><span style=""font-size:10.0pt;mso-bidi-font-family: &quot;Times New Roman&quot;"">BL). </span><span lang=""EN-US"" style=""font-size:10.0pt; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-ansi-language:EN-US"">M</span><span style=""font-size: 10pt;"">odel pembelajaran </span><i><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;;mso-ansi-language: EN-US"">Problem Based Instruction</span></i><span lang=""EN-US"" style=""font-size: 10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;""> </span><span style=""font-size: 10pt;"">pembelajaran dimulai dengan memberikan </span><span lang=""EN-US"" style=""font-size: 10pt;"">orientasi tentang permasalahan </span><span style=""font-size: 10pt;"">untuk </span><span lang=""EN-US"" style=""font-size: 10pt;"">mengetahui tingkat pemecahan masalah </span><span style=""font-size: 10pt;"">yang dimiliki oleh siswa. Model P</span><span lang=""EN-US"" style=""font-size: 10pt;"">j</span><span style=""font-size: 10pt;"">BL </span><span style=""font-size:10.0pt;mso-ascii-font-family: &quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi"">merupakan pembelajaran berbasis proyek sebagai media dan berpusat pada siswa (<i>student centered</i>) di mana siswa diberi peluang bekerja (praktik) secara otonom mengkonstruksi belajarnya</span><span lang=""EN-US"" style=""font-size: 10pt;"">. Bantuan media pembelajaran</span><span style=""font-size: 10pt;""> juga berperan penting dan dapat mempengaruhi kemampuan siswa dan </span><span lang=""EN-US"" style=""font-size: 10pt;"">media</span><span style=""font-size: 10pt;""> yang </span><span lang=""EN-US"" style=""font-size: 10pt;"">dapat digunakan yaitu video tutorial.</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-ansi-language:EN-US""><o:p></o:p></span></p><p class=""MsoNormal"" style=""margin-top:3.0pt;margin-right:0cm;margin-bottom:0cm; margin-left:0cm;margin-bottom:.0001pt;text-indent:36.0pt;line-height:normal""><span style=""font-size:10.0pt"">Penelitian ini bertujuan untuk mengetahui bagaimana </span><span style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font: major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi"">Perbandingan Penerapan Model Pembelajaran P</span><span lang=""EN-US"" style=""font-size:10.0pt; mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi; mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi; mso-ansi-language:EN-US"">BI</span><span style=""font-size:10.0pt;mso-ascii-font-family: &quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi""> Berbantuan Video Tutorial </span><span lang=""EN-US"" style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;; mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi;mso-ansi-language:EN-US"">d</span><span style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font: major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi"">engan Model Pembelajaran Pj</span><span lang=""EN-US"" style=""font-size:10.0pt; mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi; mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi; mso-ansi-language:EN-US"">BL</span><span style=""font-size:10.0pt;mso-ascii-font-family: &quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi""> Berbantuan Video Tutorial </span><span lang=""EN-US"" style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;; mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi;mso-ansi-language:EN-US"">untuk meningkatkan</span><span style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font: major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi""> Berfikir Logis Pemrograman Dasar </span><span lang=""EN-US"" style=""font-size:10.0pt; mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi; mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi; mso-ansi-language:EN-US"">p</span><span style=""font-size:10.0pt;mso-ascii-font-family: &quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi"">ada </span><span lang=""EN-US"" style=""font-size: 10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi; mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi; mso-ansi-language:EN-US"">S</span><span style=""font-size:10.0pt;mso-ascii-font-family: &quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi"">iswa Kelas X R</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font: major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi; mso-ansi-language:EN-US"">PL</span><span lang=""EN-US"" style=""font-size:10.0pt; mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font:major-bidi; mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi""> </span><span lang=""EN-US"" style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;; mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi;mso-ansi-language:EN-US"">d</span><span style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font: major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi"">i S</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;; mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi;mso-ansi-language:EN-US"">MKN 2 Singosari</span><span style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;;mso-ascii-theme-font: major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;;mso-hansi-theme-font:major-bidi; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-bidi-theme-font:major-bidi"">&nbsp;Malang</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-ascii-font-family:&quot;Times New Roman&quot;; mso-ascii-theme-font:major-bidi;mso-hansi-font-family:&quot;Times New Roman&quot;; mso-hansi-theme-font:major-bidi;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-bidi-theme-font:major-bidi;mso-ansi-language:EN-US"">. </span><span style=""font-size:10.0pt""><o:p></o:p></span></p><p> </p><p class=""MsoNormal"" style=""margin-top:3.0pt;margin-right:0cm;margin-bottom:0cm; margin-left:0cm;margin-bottom:.0001pt;text-indent:36.0pt;line-height:normal""><span style=""font-size:10.0pt"">Penelitian ini merupakan penelitian kuantitatif dengan menggunakan metode eksperimen semu (<i>Quasi Eksperiment</i>). Rancangan penelitian yang digunakan adalah </span><i><span lang=""EN-US"" style=""font-size:10.0pt; mso-ansi-language:EN-US"">Post-test Only</span></i><span style=""font-size:10.0pt"">. Desain penelitian ini menggunakan dua kelas sebagai kelas eksperimen A menggunakan model </span><i><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-ansi-language:EN-US"">Problem Based Instruction</span></i><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;""> </span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-ansi-language:EN-US"">(PBI) berbantuan video tutorial </span><span style=""font-size:10.0pt"">dan kelas eksperimen B yang menggunakan </span><i><span lang=""EN-US"" style=""font-size:10.0pt; mso-bidi-font-family:&quot;Times New Roman&quot;;mso-ansi-language:EN-US"">Project</span></i><i><span style=""font-size:10.0pt;mso-bidi-font-family: &quot;Times New Roman&quot;""> Based Learning </span></i><span style=""font-size:10.0pt; mso-bidi-font-family:&quot;Times New Roman&quot;"">(P</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;;mso-ansi-language: EN-US"">j</span><span style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;"">BL)</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-bidi-font-family:&quot;Times New Roman&quot;; mso-ansi-language:EN-US""> berbantuan video tutorial</span><span style=""font-size:10.0pt"">. Analisis data yang digunakan untuk menguji hipotesis adalah uji-t (</span><span lang=""EN-US"" style=""font-size:10.0pt;mso-ansi-language: EN-US"">i</span><span style=""font-size:10.0pt"">ndependent sample t-test).</span><span style=""font-size:10.0pt;mso-ansi-language:EN-US""> <span lang=""EN-US""><o:p></o:p></span></span></p>",Strategi Pembelajaran Teknologi dan Kejuruan
923,<p>Hubungan antara Occupational Skill dan Entrepreneurial Literacy terhadap Minat Entrepreneurship di Bidang TKI Siswa SMK di Kota Malang<br></p>,<p>-</p>,Ketenegakerjaan Teknologi dan Kejuruan
924,<p>Perbedaan hasil belajar pemprograman dasar karena penerapan model pembelajaran PBL berbantuan motion comic dibandingkan model pembelajaran Mind Mapping berbantuan motion comic pada siswa kelas X TKJ Di SMK Negeri 11 Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
925,<p>Perbedaan Hasil Belajar Sistem Komputer karena Pengaruh Penerapan PBL dengan Strategi Metakognitif dibandingkan CBL dengan Strategi Metakognitif pada Siswa Kelas X RPL di SMKN 1 Kepanjen</p>,"<p>Penggunaan model pembelajaran dan strategi pembelajaran yang sesuai dapat mempengaruhi hasil belajar siswa. Berdasarkan hasil observasi di SMKN 1 Kepanjen kelas X RPL menunjukkan bahwa penerapan model dan strategi pembelajaran cenderung kurang hingga berdampak pada hasil belajar siswa. Menurut masalah tersebut maka dilakukan penelitian ""Perbedaan Hasil Belajar (Y1) karena Pengaruh Penerapan PBL dengan Strategi Metakognitif (X1) dibandingkan CBL dengan Strategi Metakognitif (X2)"".</p><p>Penelitian ini bertujuan untuk mengetahui: (1) mendeskripsikan Y1 menggunakan X1, (2) mendeskripsikan Y1 menggunakan X2, dan (3) mengetahui perbedaan Y1 antara siswa yang menggunakan X1 dibandingkan X2. Penelitian ini didukung dengan pengkajian pustaka untuk melandasi teori yang digunakan.</p><p>Rancangan penelitian ini merupakan penelitian kuantiatif dengan menggunakan metode eksperimen semu (<i>Quasi Experiment</i>) serta desain penelitian <i>Pretest-Posttest Design</i>. Penelitian ini menggunakan dua kelas, kelas eksperimen 1 menggunakan penerapan PBL dengan strategi metakognitif dan kelas eksperimen 2 menggunakan penerapan CBL dengan strategi metakognitif dengan masing-masing 36 siswa. Analisis data yang digunakan untuk menguji hipotesis adalah Uji-t (<i>independent sample test</i>)</p>",Kurikulum Pendidikan Teknologi dan Kejuruan
926,<p>Pengembangan Media Pembelajaran pada Matakuliah Perencanaan Pembelajaran dengan Menggunakan Peta Konsep untuk Mahasiswa S1 Pendidikan Teknik Informatika Universitaa Negeri Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
927,<p>Hubungan Self Actualization dan Adaptability Capability Terhadap Kemandirian dalam Memutuskan Kerja Siswa Kelas XII Kompetensi Keahlian TKJ SMK Negeri di Kota Malang<br></p>,<p>-</p>,Ketenegakerjaan Teknologi dan Kejuruan
928,<p>HUBUNGAN SELF CONCEPT DAN ADVERSITY QUOTIENT TERHADAP KEMANDIRIAN MEMILIH KARIR SETELAH LULUS BAGI SISWA KELAS XII SMK NEGERI DI KOTA PROBOLINGGO&nbsp;<br></p>,<p>-</p>,Ketenegakerjaan Teknologi dan Kejuruan
929,<p>Perbedaan Kemandirian Dan Hasil Belajar Pemrograman Dasar Karena Pengaruh Penerapan Model Pembelajaran Creative Problem Solving (CPS) Dibandingkan Probing Prompting (PP) Berbantuan Educational Game Pada Siswa Kelas X MM di SMK Negeri 2 Sukorejo<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
930,<p>Analisis Kualitas dan Keterlaksanaan Rencana Pelaksanaan Bimbingan dan Fasilitasi TIK serta Faktor Pendukung dan Penghambat Efektivitas Pelaksanaannya pada SMA Negeri di Kota Malang<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
931,<p>Perbedaan Kemampuan Logika Pemrograman Dasar Karena Pengaruh Penerapan Model CBL dipadu dengan EBLS dibandingkan CPS dipadu dengan EBLS Pada Siswa Kelas X RPL SMK N 6 Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
932,"<p dir=""ltr"">Analisis Keberterimaan SIPEJAR bagi Mahasiswa Jurusan Teknik Elektro Universitas Negeri Malang dengan Pendekatan TAM (Technology Acceptance Model)<br></p>","<p><a name=""_Hlk92136446"">Perkembangan Ilmu Pengetahuan dan Teknologi (IPTEK) yang sangat cepat sangat berpengaruh terhadap perkembangan belajar mahasiswa. Dimana dengan adanya perkembangan-perkembangan yang ada mahasiswa dituntut untuk mengusai banyak pengetahuan dan diharuskan cepat tanggap. Pembelajaran merupakan patokan pertama yang harus dievaluasi agar tujuan pembelajaran dapat tercapai. Berdasarkan observasi yang dilakukan di Universitas Negeri Malang beberapa jurusan masih mengandalkan pembelajaran yang berpusat hanya pada dosen (<i>teacher center</i>) dimana dosen menjelaskan materi dengan memanfaatkan bahan ajar seperti buku (<i>text based</i>), modul, buku digital, maupun media presentasi (<i>power point</i>). Beberapa kasus ini juga berdampak pada pembelajaran yang dianggap kurang efektif, karena menjadikan pembelajaran yang kurang menarik dan cenderung membuat mahasiswa cepat bosan. Sedangkan di Universitas Negeri Malang sendiri sudah tersedia <i>E-learning</i> maupun system untuk belajar daring seperti SIPEJAR. Namun pada beberapa jurusan ini masih kurang dimanfaatkan dengan baik oleh dosen maupun mahasiswa. Sedangkan menurut observasi 45 mahasiswa membutuhkan referensi materi dan lebih senang mencari materi secara online dan 5 orang terkadang mencari secara online maupun melalui buku di perpus. Dengan demikian dilakukan penelitian untuk menganalisis pemanfaatan <i>e-learning</i> sebagai media pembelajaran terhadap kualitas pendidikan dan motivasi mahasiswa di Jurusan Teknik Elektro Universitas Negeri Malang.</a></p><p> </p><p>Pendekatan yang dipergunakan dalam penelitian ini adalan pendekatan TAM (<i>Technology Acceptance Model</i>) dimana pendekatan ini dipergunakan untuk menguji faktor-faktor yang mempengaruhi diterima atau tidaknya penggunaan teknologi komputer. Adapun variable yang perlu diperhatikan untuk pendekatan TAM adalah : (1) <i>Perceived usefulness, </i>(2) <i>Perceived ease of use</i>, (3) <i>Attitude toward using</i>, (4) <i>Behavioral intention of use</i>, (5) <i>Actual system usage.</i></p>",Evaluasi dan Pengelolaan Pendidikan Kejuruan
